Geneids	Series15_HealthyLungBiopsy_2	Series15_COVID19Lung_2	Series15_COVID19Lung_1
TTF2	69	1	0
MIR942	0	0	0
TRIM45	64	0	0
VTCN1	13	0	0
MAN1A2	71	8	0
GDAP2	229	10	0
WDR3	488	49	1
SPAG17	7	4	0
TBX15	70	0	0
WARS2	187	20	0
HAO2	0	0	0
HSD3B2	0	0	0
HSD3B1	0	0	0
HSD3BP4	5	0	0
LINC00622	32	0	0
ZNF697	214	2	0
PHGDH	211	1	0
HMGCS2	0	0	0
REG4	1	0	0
NBPF7	0	0	0
ADAM30	0	0	0
NOTCH2	904	15	0
FAM72B	5	0	0
HIST2H2BA	2	0	0
FCGR1B	27	17	0
SRGAP2D	0	0	0
EMBP1	5	5	0
ANKRD20A12P	165	0	0
PPIAL4G	0	0	0
FAM72D	5	0	0
LINC00623	0	0	0
PPIAL4C	0	0	0
PPIAL4A	0	0	0
PFN1P2	21	0	0
NBPF9	62	0	0
PDE4DIP	656	8	0
SEC22B	756	287	17
NBPF10	89	0	0
TXNIP	32784	878	43
POLR3GL	864	5	0
ANKRD34A	25	0	0
LIX1L	166	10	1
RBM8A	2191	62	3
GNRHR2	37	7	0
PEX11B	440	97	0
ITGA10	412	0	0
ANKRD35	193	0	0
PIAS3	881	5	0
NUDT17	40	0	0
POLR3C	395	1	0
RNF115	421	27	5
CD160	94	0	0
PDZK1	15	0	0
GPR89A	94	0	0
PDZK1P1	0	0	0
NBPF11	0	0	0
HYDIN2	1	0	0
LOC728989	3	0	0
PRKAB2	322	7	0
FMO5	75	0	0
CHD1L	610	24	0
LINC00624	0	0	0
BCL9	202	17	0
ACP6	116	13	0
GJA5	553	3	0
GJA8	2	0	0
GPR89B	13	0	0
MIR5087	0	0	0
NBPF14	133	3	1
PPIAL4F	0	0	0
PPIAL4D	0	0	0
NBPF15	11	0	0
PPIAL4E	0	0	0
HIST2H2BF	0	0	0
FCGR1A	128	26	4
HIST2H3D	0	0	0
HIST2H4A	0	0	0
HIST2H4B	0	0	0
HIST2H3C	0	0	0
HIST2H3A	0	0	0
HIST2H2AA4	0	0	0
HIST2H2AA3	0	0	0
HIST2H2BC	1	6	0
HIST2H2BE	253	301	12
HIST2H2AC	23	4	4
HIST2H2AB	0	0	0
BOLA1	173	4	0
SV2A	91	7	0
SF3B4	980	348	16
MTMR11	440	0	4
OTUD7B	478	1	0
VPS45	457	78	1
PLEKHO1	930	4	1
ANP32E	897	45	1
CA14	13	0	0
APH1A	3649	16	0
C1orf54	740	11	1
MRPS21	1576	142	4
PRPF3	1031	43	0
RPRD2	521	6	0
TARS2	264	0	0
ECM1	870	8	0
ADAMTSL4	363	11	1
MIR4257	0	0	0
MCL1	25805	899	50
ENSA	4720	95	3
GOLPH3L	312	32	0
HORMAD1	4	0	0
CTSS	1954	723	41
CTSK	780	28	2
ARNT	1024	22	1
SETDB1	578	7	0
CERS2	2748	168	3
ANXA9	18	0	0
BNIPL	43	0	0
C1orf56	59	1	0
CDC42SE1	3312	335	12
MLLT11	316	19	2
GABPB2	94	0	0
SEMA6C	64	0	0
TNFAIP8L2	184	1	0
TNFAIP8L2-SCNM1	0	0	0
LYSMD1	79	0	0
SCNM1	0	0	0
TMOD4	18	0	0
VPS72	696	79	3
PIP5K1A	994	20	6
PSMD4	2420	25	1
ZNF687	209	0	0
PI4KB	1271	13	2
RFX5	725	27	2
SELENBP1	2896	4	0
PSMB4	4169	78	4
POGZ	1431	17	0
CGN	499	7	0
TUFT1	154	14	0
MIR554	1	0	0
SNX27	565	7	1
CELF3	0	0	0
RIIAD1	11	0	0
MRPL9	588	53	6
OAZ3	27	0	0
TDRKH	65	0	0
LINGO4	0	0	0
RORC	84	0	0
C2CD4D	0	0	0
LOC100132111	0	0	0
THEM5	5	0	0
THEM4	412	0	0
S100A10	13889	637	60
S100A11	8592	7933	770
TCHHL1	0	0	0
TCHH	42	0	0
RPTN	0	0	0
HRNR	2	0	0
FLG	7	0	35
FLG2	0	0	14
CRNN	0	0	0
LCE5A	0	0	0
CRCT1	0	0	4
LCE3E	0	0	0
LCE3D	0	0	0
LCE3C	2	0	0
LCE3B	0	0	0
LCE3A	0	0	0
LCE2D	0	0	0
LCE2C	0	0	0
LCE2B	0	0	0
LCE2A	0	0	0
LCE4A	0	0	0
C1orf68	0	0	0
KPRP	0	0	3
LCE1F	0	0	0
LCE1E	0	0	0
LCE1D	0	0	0
LCE1C	0	0	2
LCE1B	0	0	0
LCE1A	0	0	0
LCE6A	0	0	0
SMCP	0	0	0
IVL	0	0	0
SPRR4	0	0	0
SPRR1A	0	0	0
SPRR3	0	0	0
SPRR1B	0	5	0
SPRR2D	0	7	0
SPRR2A	0	3	0
SPRR2B	0	0	0
SPRR2E	4	4	1
SPRR2F	0	0	0
SPRR2C	1	0	0
SPRR2G	0	0	0
LELP1	0	0	0
PRR9	0	0	0
LOR	0	0	4
PGLYRP3	0	0	0
PGLYRP4	0	0	0
S100A9	17606	7115	832
S100A12	939	3302	254
S100A8	9683	9382	738
S100A7A	0	0	0
S100A7	0	0	0
S100A6	29307	2447	197
S100A5	0	0	0
S100A4	12751	602	43
S100A3	183	11	7
S100A2	64	0	0
S100A16	3311	47	5
S100A14	604	9	0
S100A13	2977	0	0
S100A1	10	0	0
CHTOP	1457	162	5
SNAPIN	641	27	5
ILF2	3363	160	0
NPR1	1860	6	0
INTS3	1139	23	2
SLC27A3	840	0	2
GATAD2B	715	49	2
DENND4B	865	17	0
CRTC2	1272	17	0
SLC39A1	2570	46	2
CREB3L4	109	5	0
JTB	2887	121	4
RAB13	3741	70	12
RPS27	32464	1717	138
NUP210L	15	0	0
TPM3	12470	520	34
MIR190B	0	0	0
C1orf189	0	0	2
C1orf43	4042	168	8
UBAP2L	1891	113	6
HAX1	1526	80	10
AQP10	5	0	0
ATP8B2	667	1	0
IL6R	608	36	0
SHE	1054	0	0
TDRD10	348	0	0
UBE2Q1	1437	13	0
CHRNB2	6	0	0
ADAR	3438	394	23
KCNN3	201	0	0
PMVK	896	7	0
PBXIP1	3089	0	1
PYGO2	559	0	0
SHC1	5672	119	8
CKS1B	232	0	0
MIR4258	3	0	0
FLAD1	686	2	0
LENEP	7	0	0
ZBTB7B	189	5	0
DCST2	48	0	0
DCST1	0	0	0
ADAM15	5506	2	0
EFNA4	28	0	0
EFNA3	26	0	0
EFNA1	1659	24	0
SLC50A1	561	37	0
DPM3	694	2	0
KRTCAP2	1940	214	11
TRIM46	41	0	0
MUC1	914	63	1
MIR92B	0	0	0
THBS3	892	1	0
MTX1	555	0	0
GBAP1	72	0	0
GBA	454	3	1
FAM189B	165	0	0
SCAMP3	1128	15	5
CLK2	1053	49	0
HCN3	27	0	0
PKLR	0	0	2
FDPS	1712	7	0
RUSC1-AS1	0	0	0
RUSC1	586	17	0
ASH1L	556	36	0
MIR555	0	0	0
POU5F1P4	0	0	0
ASH1L-AS1	59	7	0
MSTO1	8	0	0
MSTO2P	32	0	0
YY1AP1	2092	44	0
DAP3	1451	36	1
GON4L	651	9	0
SYT11	674	1	0
RIT1	685	54	0
SCARNA4	0	0	0
RXFP4	0	0	0
ARHGEF2	1509	93	3
SSR2	4180	143	16
UBQLN4	615	6	0
LAMTOR2	1175	11	0
RAB25	310	71	2
MEX3A	60	2	0
LMNA	11653	44	3
SEMA4A	358	107	11
SLC25A44	1436	0	0
PMF1	418	13	2
PMF1-BGLAP	0	0	0
BGLAP	12	0	0
PAQR6	24	4	0
SMG5	1351	14	0
TMEM79	39	0	0
VHLL	0	0	0
CCT3	3577	131	14
TSACC	5	0	0
RHBG	0	0	0
C1orf61	0	0	0
MIR9-1	0	0	0
MEF2D	1928	3	2
IQGAP3	19	0	0
TTC24	0	0	0
GPATCH4	989	12	0
HAPLN2	68	0	0
BCAN	20	0	0
NES	3425	3	0
CRABP2	216	1	0
ISG20L2	481	1	0
RRNAD1	321	12	0
MRPL24	1002	8	6
HDGF	4143	356	39
PRCC	947	18	7
SH2D2A	107	2	0
NTRK1	7	0	0
INSRR	0	0	0
PEAR1	1329	11	4
LRRC71	28	0	0
ARHGEF11	679	14	3
MIR765	7	0	0
ETV3L	0	0	0
ETV3	44	11	0
CYCSP52	3	0	0
FCRL5	54	0	0
FCRL4	15	0	0
FCRL3	1	0	0
FCRL2	2	0	0
FCRL1	6	6	0
CD5L	62	0	3
CD1D	66	0	0
CD1A	27	0	0
CD1C	37	0	0
CD1B	7	0	0
CD1E	42	0	0
OR10T2	0	0	0
OR10K2	0	0	0
OR10K1	3	0	0
OR10R2	0	0	0
OR6Y1	0	0	0
OR6P1	0	0	0
OR10X1	0	0	0
OR10Z1	0	0	0
SPTA1	9	0	0
OR6K2	0	0	0
OR6K3	0	0	0
OR6K6	0	0	0
OR6N1	0	0	0
OR6N2	0	0	0
MNDA	721	610	28
PYHIN1	29	0	0
IFI16	5243	654	13
AIM2	42	49	0
CADM3	155	4	0
FCER1A	123	0	0
OR10J3	0	0	0
OR10J1	0	0	0
OR10J5	0	0	0
APCS	0	0	0
CRP	9	0	0
DUSP23	1128	11	0
FCRL6	38	0	0
SLAMF8	115	16	2
VSIG8	0	0	0
TAGLN2	28443	678	70
IGSF9	1	1	0
SLAMF9	5	0	0
PIGM	118	0	0
KCNJ10	8	0	0
KCNJ9	0	0	0
IGSF8	386	27	0
ATP1A2	739	7	0
ATP1A4	11	0	0
CASQ1	5	0	0
PEA15	7555	380	33
DCAF8	1995	22	0
PEX19	1177	48	0
COPA	1876	359	3
SUMO1P3	12	0	0
NCSTN	1116	173	12
NHLH1	18	4	0
VANGL2	206	2	0
SLAMF6	25	0	5
CD84	100	1	0
SLAMF1	698	58	3
CD48	369	300	8
SLAMF7	222	358	29
LY9	69	0	0
CD244	40	0	0
ITLN1	16	0	0
ITLN2	198	0	0
F11R	2041	80	0
TSTD1	360	17	1
USF1	1735	8	0
ARHGAP30	903	3	7
KLHDC9	47	0	0
PFDN2	1785	53	4
NIT1	525	10	1
DEDD	1653	42	11
UFC1	2034	40	6
USP21	482	4	0
PPOX	288	0	0
B4GALT3	1257	4	0
ADAMTS4	13272	1019	38
NDUFS2	3779	54	3
FCER1G	2171	19418	1033
APOA2	0	0	0
TOMM40L	370	5	0
MIR5187	0	0	0
NR1I3	27	0	0
PCP4L1	15	4	0
MPZ	184	22	0
SDHC	931	15	1
FCGR2A	1020	757	35
HSPA6	1302	107	6
FCGR3A	959	138	17
FCGR2C	19	14	0
HSPA7	275	12	0
FCGR3B	535	894	24
FCGR2B	216	83	0
RPL31P11	8	0	0
FCRLA	2	13	0
FCRLB	16	0	0
DUSP12	397	10	2
ATF6	891	88	3
OLFML2B	362	1	0
NOS1AP	10	0	0
MIR4654	0	0	0
MIR556	0	0	0
C1orf226	75	0	0
SH2D1B	8	0	0
UHMK1	984	44	0
UAP1	2166	69	3
DDR2	52	0	1
HSD17B7	164	0	0
RGS4	65	40	0
RGS5	8980	146	5
NUF2	25	0	0
PBX1	1273	9	0
LOC100505795	0	0	0
LMX1A	1	0	0
RXRG	130	0	0
LOC400794	12	0	0
LRRC52	0	0	0
MGST3	2334	36	1
ALDH9A1	1282	50	2
LOC440700	3	0	0
TMCO1	935	128	1
UCK2	972	0	2
MIR3658	0	0	0
FAM78B	13	0	0
MIR921	0	0	0
FMO9P	0	0	0
POGK	735	63	5
TADA1	117	5	0
ILDR2	20	0	0
MAEL	24	0	0
GPA33	201	0	0
DUSP27	12	0	0
POU2F1	468	13	0
CD247	120	4	3
CREG1	2088	320	23
RCSD1	485	48	0
MPZL1	1531	59	1
ADCY10	3	0	0
MPC2	909	45	1
DCAF6	1004	12	4
GPR161	307	2	2
TIPRL	705	125	4
SFT2D2	39	0	0
ANKRD36BP1	8	0	0
TBX19	72	5	0
MIR557	0	0	0
LOC100505918	12	0	0
XCL2	22	0	0
XCL1	7	0	0
DPT	1448	2	0
LINC00626	0	0	0
ATP1B1	252	138	1
NME7	103	7	0
BLZF1	107	31	1
SLC19A2	502	9	0
F5	36	58	1
SELP	3594	19	1
SELL	544	9391	430
SELE	8443	506	18
METTL18	95	8	0
C1orf112	49	0	0
SCYL3	162	14	0
KIFAP3	502	29	2
METTL11B	0	0	0
MIR3119-2	0	0	0
MIR3119-1	0	0	0
GORAB	105	4	0
PRRX1	693	23	3
MROH9	6	0	0
FMO3	409	0	0
MIR1295A	0	0	0
MIR1295B	0	0	0
FMO6P	2	0	0
FMO2	1824	12	0
FMO1	27	0	0
FMO4	80	4	0
TOP1P1	16	0	0
PRRC2C	2999	178	13
MYOC	240	0	0
VAMP4	525	10	0
METTL13	501	23	0
DNM3	206	0	0
DNM3OS	151	1	0
MIR214	0	0	0
MIR3120	0	0	0
MIR199A2	0	0	0
C1orf105	1	0	0
PIGC	336	26	3
SUCO	361	13	0
FASLG	2	0	0
TNFSF18	1	0	0
TNFSF4	31	1	0
LOC100506023	30	0	0
PRDX6	6146	422	24
SLC9C2	5	0	0
ANKRD45	19	2	0
KLHL20	359	5	0
CENPL	38	5	0
DARS2	149	4	0
GAS5-AS1	8	0	0
GAS5	3618	65	3
SNORD81	86	6	0
SNORD47	104	0	0
SNORD80	74	0	0
SNORD79	26	0	0
SNORD78	39	0	0
SNORD44	31	0	0
SNORD77	10	0	0
SNORD76	20	0	0
SNORD75	1	0	0
SNORD74	4	0	0
ZBTB37	28	0	0
SERPINC1	2	0	0
RC3H1	741	60	0
RABGAP1L	660	174	5
GPR52	0	0	0
CACYBP	644	25	0
MRPS14	384	29	0
TNN	12	0	0
KIAA0040	5823	88	1
TNR	23	0	0
SCARNA3	0	0	0
PAPPA2	14	0	0
ASTN1	16	0	0
MIR488	0	0	0
SEC16B	130	0	0
RASAL2-AS1	29	0	0
RASAL2	744	28	0
TEX35	0	0	0
C1orf220	5	0	0
MIR4424	0	0	0
RALGPS2	123	15	0
ANGPTL1	218	11	0
FAM20B	1062	5	0
TOR3A	1432	17	0
ABL2	1450	26	3
SOAT1	573	65	5
AXDND1	14	0	0
NPHS2	2	0	0
TDRD5	2	0	0
FAM163A	0	0	0
TOR1AIP2	768	62	6
TOR1AIP1	829	76	3
CEP350	451	16	0
QSOX1	2809	30	1
FLJ23867	295	0	0
LHX4	3	0	0
ACBD6	609	4	0
MIR3121	0	0	0
XPR1	466	66	0
KIAA1614	37	0	0
STX6	560	38	2
MR1	349	52	0
IER5	1001	58	7
CACNA1E	1	0	3
ZNF648	0	0	0
GLUL	23165	1289	84
TEDDM1	6	0	0
LINC00272	0	0	0
RGSL1	0	0	0
RNASEL	157	14	0
RGS16	3980	84	1
RGS8	0	0	0
NPL	346	44	3
DHX9	1653	18	2
SHCBP1L	0	0	0
LAMC1	2166	84	10
LAMC2	199	293	13
NMNAT2	105	0	2
SMG7-AS1	3	4	0
SMG7	1220	154	6
NCF2	1750	232	17
ARPC5	4121	484	27
RGL1	847	108	8
APOBEC4	0	0	0
TSEN15	392	10	0
C1orf21	1329	17	3
EDEM3	364	22	1
FAM129A	1129	204	6
RNF2	261	14	0
TRMT1L	200	47	0
SWT1	102	0	0
IVNS1ABP	2782	743	37
HMCN1	276	4	3
MIR548F1	0	0	0
PRG4	55	5	0
TPR	1025	8	2
OCLM	1	0	0
PDC	0	0	0
PTGS2	784	479	29
PLA2G4A	66	1	0
RGS18	54	37	5
RGS21	0	0	0
RGS1	821	40	2
RGS13	62	14	0
RGS2	5791	96	6
UCHL5	390	3	0
TROVE2	256	8	0
GLRX2	138	14	0
CDC73	516	19	0
MIR1278	0	0	0
B3GALT2	31	0	0
KCNT2	63	3	0
MIR4735	0	0	0
CFH	2811	62	0
CFHR3	4	0	0
CFHR1	14	0	0
CFHR4	4	0	0
CFHR2	0	0	0
CFHR5	0	0	0
F13B	13	0	0
ASPM	6	0	0
ZBTB41	115	0	0
CRB1	3	0	0
DENND1B	125	0	1
C1orf53	25	0	0
LHX9	19	0	0
NEK7	1021	3	2
ATP6V1G3	0	0	0
PTPRC	405	315	16
MIR181B1	0	0	0
MIR181A1	0	0	0
NR5A2	340	0	0
ZNF281	84	12	0
KIF14	10	2	0
DDX59	410	13	2
CAMSAP2	968	10	0
GPR25	6	0	0
KIF21B	172	1	0
CACNA1S	11	0	0
ASCL5	0	0	0
TMEM9	733	11	0
IGFN1	17	0	0
PKP1	90	2	0
TNNT2	455	1	0
LAD1	78	22	6
TNNI1	2	0	0
PHLDA3	601	0	0
CSRP1	16701	256	24
RPS10P7	9	0	0
NAV1	630	47	0
MIR5191	0	0	0
MIR1231	0	0	0
IPO9	840	49	3
SHISA4	134	0	0
LMOD1	3403	0	0
TIMM17A	1014	64	2
RNPEP	1019	7	0
ELF3	533	40	5
GPR37L1	0	6	0
ARL8A	864	105	6
PTPN7	119	7	0
PTPRVP	3	0	0
LGR6	206	0	0
UBE2T	31	0	0
PPP1R12B	2405	17	0
SYT2	30	0	0
KDM5B	512	25	0
LOC148709	4	0	0
RABIF	213	30	3
KLHL12	498	36	0
ADIPOR1	2501	207	17
CYB5R1	774	0	1
TMEM183A	51	0	0
TMEM183B	0	0	0
PPFIA4	49	0	7
MYOG	1	0	0
ADORA1	51	0	0
MYBPH	8	0	0
CHI3L1	72	624	36
CHIT1	257	204	25
BTG2	10279	58	3
FMOD	1762	53	0
PRELP	3795	25	3
OPTC	4	0	0
ATP2B4	2366	95	2
SNORA77	9	0	0
LINC00260	6	0	0
LAX1	29	0	0
ZC3H11A	1837	24	1
ZBED6	2	4	0
SNRPE	1003	62	0
LINC00303	1	0	0
SOX13	1179	4	0
ETNK2	111	0	0
REN	0	0	0
KISS1	0	0	0
GOLT1A	25	1	0
PLEKHA6	162	8	0
LINC00628	0	0	0
PPP1R15B	1406	140	5
PIK3C2B	1370	21	1
MDM4	545	14	1
LRRN2	22	2	0
NFASC	1045	4	0
CNTN2	9	0	3
TMEM81	62	0	0
RBBP5	222	8	0
DSTYK	280	0	0
TMCC2	58	3	0
NUAK2	49	85	5
KLHDC8A	0	0	0
LEMD1-AS1	6	0	0
LEMD1	0	0	0
MIR135B	0	0	0
CDK18	295	0	1
LOC284578	49	0	0
ELK4	703	46	0
SLC45A3	37	2	0
NUCKS1	4341	64	2
SLC41A1	970	58	0
PM20D1	17	0	0
LOC284581	0	0	0
SLC26A9	38	6	1
FAM72A	9	4	0
AVPR1B	0	0	0
CTSE	152	307	30
SRGAP2C	10	0	0
SRGAP2B	0	0	0
SRGAP2	623	0	3
IKBKE	107	8	2
RASSF5	740	50	5
EIF2D	888	4	0
DYRK3	199	0	0
MAPKAPK2	3762	15	0
IL10	44	51	0
IL19	6	0	0
IL20	0	6	0
IL24	125	5	0
PIGR	449	168	15
FCAMR	0	0	0
C1orf116	784	8	2
YOD1	68	31	4
PFKFB2	234	4	5
C4BPB	0	0	0
C4BPA	733	33	8
CD55	2660	1154	91
CR2	7	0	0
CR1	57	24	3
CR1L	0	0	0
CD46	2083	73	5
MIR29C	71	0	0
MIR29B2	19	0	0
LOC148696	0	0	0
CD34	7064	5	0
PLXNA2	1912	0	0
MIR205HG	3	0	0
MIR205	0	0	0
CAMK1G	12	36	1
LAMB3	231	63	10
MIR4260	0	0	0
G0S2	3974	1389	73
HSD11B1	126	33	2
TRAF3IP3	114	8	0
C1orf74	18	0	0
IRF6	152	12	2
SYT14	1	0	0
SERTAD4-AS1	108	0	0
SERTAD4	52	0	0
HHAT	110	0	0
KCNH1	38	0	0
RCOR3	566	10	0
TRAF5	408	0	0
LINC00467	68	3	0
RD3	4	3	0
SLC30A1	146	2	0
NEK2	13	0	0
LPGAT1	695	51	1
INTS7	142	0	0
DTL	10	0	0
MIR3122	0	0	0
PPP2R5A	1779	35	4
SNORA16B	0	0	0
TMEM206	66	19	0
NENF	2443	21	3
ATF3	6126	242	12
FAM71A	69	0	0
BATF3	733	19	4
NSL1	453	22	0
TATDN3	181	4	0
FLVCR1	206	2	0
VASH2	88	0	0
ANGEL2	438	12	0
RPS6KC1	265	40	6
LINC00538	0	0	0
PROX1	68	0	0
SMYD2	493	6	0
PTPN14	655	21	0
CENPF	9	1	0
KCNK2	23	0	0
KCTD3	892	1	0
USH2A	45	0	0
ESRRG	31	0	0
GPATCH2	114	13	7
SPATA17	10	0	0
LINC00210	0	0	0
RRP15	451	39	3
TGFB2	235	0	2
LYPLAL1	252	19	0
RNU5F-1	0	0	0
SLC30A10	3	0	0
EPRS	564	16	0
BPNT1	214	11	0
IARS2	667	7	0
MIR215	0	0	0
MIR194-1	0	0	0
RAB3GAP2	449	7	0
SNORA36B	0	0	0
MARK1	142	0	0
C1orf115	1968	20	0
MARC2	344	8	0
MARC1	127	0	0
HLX	628	16	0
C1orf140	5	0	0
DUSP10	137	0	0
HHIPL2	0	0	0
TAF1A	42	0	0
MIA3	532	143	7
AIDA	459	36	2
BROX	43	8	0
FAM177B	12	0	0
DISP1	447	0	0
TLR5	52	0	0
SUSD4	105	0	0
CAPN8	63	1	0
CAPN2	4831	314	14
TP53BP2	961	25	0
FBXO28	547	47	0
DEGS1	876	51	3
NVL	244	5	1
MIR320B2	0	0	0
CNIH4	346	45	6
WDR26	1445	68	0
MIR4742	0	0	0
CNIH3	48	0	0
DNAH14	25	11	0
LBR	562	13	0
ENAH	1941	47	2
SRP9	1845	133	6
EPHX1	3569	29	8
TMEM63A	367	7	1
LEFTY1	2	0	0
PYCR2	1050	0	0
LEFTY2	26	0	0
SDE2	409	4	0
H3F3A	0	0	0
H3F3AP4	0	0	0
ACBD3	608	27	0
MIXL1	0	0	0
LIN9	16	0	0
PARP1	965	80	1
ITPKB	1493	3	0
PSEN2	325	1	1
CDC42BPA	1115	11	0
ZNF678	84	8	0
ZNF847P	0	0	0
JMJD4	82	6	0
SNAP47	314	23	0
PRSS38	0	0	0
WNT9A	9	0	0
MIR5008	0	0	0
WNT3A	34	0	0
ARF1	10841	524	31
MIR3620	0	0	0
C1orf35	354	5	0
MRPL55	776	0	0
GUK1	7759	26	7
GJC2	65	0	0
IBA57	194	0	0
OBSCN	845	1	0
TRIM11	293	0	0
TRIM17	5	0	0
HIST3H3	0	0	0
HIST3H2A	28	0	0
HIST3H2BB	0	0	0
MIR4666A	0	0	0
RNF187	938	13	1
RHOU	1698	40	0
DUSP5P1	0	0	0
RAB4A	678	0	0
SPHAR	0	0	0
CCSAP	107	0	0
ACTA1	51	0	0
NUP133	528	5	0
ABCB10	245	0	0
TAF5L	589	8	0
URB2	260	3	0
GALNT2	1149	12	4
PGBD5	32	0	0
COG2	311	9	0
AGT	423	0	0
CAPN9	104	0	0
C1orf198	2650	34	0
TTC13	173	11	0
ARV1	217	7	1
FAM89A	654	24	0
MIR1182	0	0	0
TRIM67	1	0	0
LOC149373	0	0	0
C1orf131	154	0	0
GNPAT	694	6	3
EXOC8	217	7	2
SPRTN	156	1	0
EGLN1	817	25	0
SNRPD2P2	0	0	0
TSNAX-DISC1	0	0	0
TSNAX	503	19	1
LINC00582	0	0	0
DISC1	7	0	0
DISC2	0	1	0
SIPA1L2	694	16	2
MAP10	14	0	0
NTPCR	409	4	2
KCNK1	98	16	0
MIR4427	0	0	0
SLC35F3	11	5	0
MIR4671	0	0	0
COA6	279	20	0
TARBP1	248	5	0
IRF2BP2	1595	60	4
LINC00184	0	0	0
TOMM20	2951	83	3
SNORA14B	0	0	0
RBM34	660	33	0
ARID4B	633	45	0
MIR4753	0	0	0
GGPS1	588	40	0
TBCE	152	0	0
B3GALNT2	405	1	0
GNG4	43	0	0
LYST	532	24	1
MIR1537	0	0	0
NID1	2155	139	16
GPR137B	373	21	0
EDARADD	22	6	0
LGALS8	878	73	1
LGALS8-AS1	0	0	0
HEATR1	189	9	0
ACTN2	212	8	0
MTR	633	13	2
RYR2	283	8	2
LOC100130331	0	0	0
ZP4	0	0	0
CHRM3	13	0	0
RPS7P5	0	0	0
FMN2	5	0	0
GREM2	69	0	0
RGS7	0	0	0
MIR3123	0	0	0
FH	600	18	0
KMO	39	44	1
OPN3	101	0	0
CHML	137	9	0
WDR64	0	0	0
EXO1	19	0	2
MAP1LC3C	153	0	0
PLD5	6	3	0
CEP170	271	13	1
SDCCAG8	286	6	0
MIR4677	0	0	0
AKT3	1056	14	0
LOC339529	5	0	0
ZBTB18	337	1	0
C1orf100	3	0	0
ADSS	704	13	5
DESI2	1042	13	0
COX20	43	0	0
HNRNPU	7739	327	21
EFCAB2	174	0	2
KIF26B	0	0	0
SMYD3	346	0	0
TFB2M	273	3	0
CNST	523	4	0
SCCPDH	768	24	0
AHCTF1	730	11	0
ZNF695	0	0	0
ZNF670-ZNF695	0	0	0
ZNF670	93	4	0
ZNF669	28	0	0
C1orf229	1	0	0
ZNF124	62	0	0
MIR3916	3	0	0
VN1R5	0	0	0
ZNF496	222	0	0
NLRP3	198	30	0
OR2B11	0	0	0
OR2W5	0	0	0
GCSAML-AS1	0	0	0
OR2C3	0	0	0
GCSAML	29	3	0
OR2G2	0	0	0
OR2G3	0	0	0
OR13G1	0	0	0
OR6F1	0	0	0
OR1C1	0	0	0
OR14A16	0	0	0
OR11L1	0	0	0
TRIM58	45	0	1
OR2W3	9	0	0
OR2T8	0	0	0
OR2L13	0	0	0
OR2L8	0	0	0
OR2AK2	0	0	0
OR2L1P	0	0	0
OR2L5	0	0	0
OR2L2	0	0	0
OR2L3	0	0	0
OR2M1P	0	0	0
OR2M5	0	0	0
OR2M2	0	0	0
OR2M3	0	0	0
OR2M4	0	0	0
OR2T33	0	0	0
OR2T12	0	0	0
OR2M7	0	0	0
OR14C36	0	0	0
OR2T4	0	0	0
OR2T6	0	0	0
OR2T1	0	0	0
OR2T2	0	0	0
OR2T3	0	0	0
OR2T5	0	0	0
OR2G6	0	0	0
OR2T29	0	0	0
OR2T34	0	0	0
OR2T10	0	0	0
OR2T11	0	0	0
OR2T35	0	0	0
OR2T27	0	0	0
OR14I1	12	0	0
LYPD8	0	0	0
SH3BP5L	372	2	0
MIR3124	0	0	0
ZNF672	590	15	0
ZNF692	233	0	1
PGBD2	85	0	0
TUBB8	0	0	0
ZMYND11	1341	57	0
DIP2C	434	1	8
MIR5699	0	0	0
PRR26	24	0	0
LARP4B	1340	6	5
GTPBP4	930	18	0
IDI2	175	0	0
IDI2-AS1	30	0	0
IDI1	1319	73	4
WDR37	547	0	0
LINC00200	0	0	0
ADARB2	41	0	0
ADARB2-AS1	0	0	0
LINC00700	0	0	0
LINC00701	0	0	0
PFKP	1489	48	2
PITRM1	1087	13	1
PITRM1-AS1	32	0	0
KLF6	6897	197	5
LINC00705	0	0	0
AKR1E2	50	0	1
AKR1C6P	0	0	0
AKR1C1	842	97	0
AKR1C2	168	56	1
AKR1C3	670	65	2
AKR1C4	0	0	0
UCN3	2	0	0
TUBAL3	5	0	0
NET1	1250	23	1
CALML5	0	0	0
CALML3	0	0	0
ASB13	550	0	0
FAM208B	502	10	0
GDI2	3737	261	11
ANKRD16	88	0	0
IL15RA	919	45	0
IL2RA	81	49	4
RBM17	4052	109	2
PFKFB3	4360	311	18
MIR3155A	0	0	0
MIR3155B	0	0	0
LOC399715	12	12	4
PRKCQ	63	3	0
PRKCQ-AS1	73	2	0
LINC00707	0	0	0
SFMBT2	168	9	1
ITIH5	2213	0	1
ITIH2	4	0	0
KIN	238	0	1
TAF3	184	2	0
GATA3-AS1	0	0	0
GATA3	53	0	0
SFTA1P	594	22	6
LINC00710	0	0	0
CELF2	1267	76	0
CELF2-AS2	0	0	0
USP6NL	179	2	0
ECHDC3	362	0	0
PROSER2	89	0	0
PROSER2-AS1	1	0	0
UPF2	692	27	4
DHTKD1	138	10	0
SEC61A2	121	16	0
NUDT5	280	16	0
CDC123	891	21	0
CAMK1D	90	5	0
MIR4480	0	0	0
CCDC3	2462	6	0
OPTN	2106	123	4
MCM10	21	0	0
UCMA	0	0	0
PHYH	614	32	0
